label,text
1,what do you guys think of this years coachella lineup coachella
1,fair warning dont be mad at me if i hit on your mom at the steely dan set coachella
1,tobardani its gonna be the third time we see drake coachella vasquezerickk we turning the fuck up aha
1,i keep staring at the coachella lineup and thinking no way is this real topnotch
0,my quick takes on coachella interesting that the rumor mill was spot on with the three headliners drake is going to have a huge year
0,have you guys seen the coachella line up counting down the days til april iheartraves musicislove
1,the coachella lineup is posted i read it i felt a slight tingle but i checked my panties they are not wet
1,if this is the real lineup for coachella this year i am beyond excited coachella excited
1,wow southern californians are in for a treat coachella
1,pacsun what weve all been waiting for coachella coachella if i could gogtgt
1,i wish i could go to coachella
1,so coachella is actually happening
1,cannot be true about gesaffelstein and coachella
-1,me at coachella when drake fans walk by
1,im to excited already got my campground weekend pass coachella whos going
-1,i know you all might like acdc but i could less than fcks so yeah lame coachella
1,coachella thanks hungermagazine for making us hungryforcoachella coachella lineup
1,photo already looking forward to coachella at coachella music and arts festival
1,i wish i was going to coachella
1,newworldpunx coachella will be one of your favorite showsever justsaying ilovecoachella cant wait to see you in the sahara tent
1,the coachella line up is sickkkkkk might have to fly out for this one lol
-1,in my opinion a better line up that coachella sorry
1,coachella line up announced day looks like fire to me
1,thank goodness i got my coachella pass early this year tomorrow is going to be insane coachella
0,oh god what have i done coachella coachella
0,tickets for coachella coachella coachella
1,rt palmspringsusa whos excited coachella coachellafest coachella music discoverpalmsprings palmsprings
0,coachella line up
0,but the line up this year im confused sobad coachella
-1,umm not sure about this coachella lineup coachella
0,kelbrich whos responsible coachella
1,this is good coachella coachella coachellalineup
1,once again another year coachella isnt in my agenda coachella
0,rt brownjenjen texas usa garland coachella coachella acdc steely dan drake among headliners co
0,keep fucking with your hair and you wont have any for coachella mileycyrus
0,if youre really rich and youve seen this tweet then youve won a special prize you get to buy me a ticket to coachella congrats
0,honestly couldnt be more stoked that someone from cca is making it big rynweaver coachella
1,the lineups out and people are going crazy coachella
0,flashback to coachella coachella jivejoint supertallpaul spaceman
1,coachella looks so good why would you go to edc when you could go to coachella
1,that moment when drake is gonna be at coachella amp flosstradamus see you guys again hurryupapril
1,can i go to coachella and only watch steely dan and acdc for half the price
1,rae and ghost on friday the weeknd on saturday the rest whocarez coachella
1,not the best lineup but still gonna go coachella whoscares
1,coachella or bust tomorrow is the moment for me
-1,rt antoinemcguinn coachella lineup is extremely disappointing this year
1,well thats a curveballfreep acdc jack white drake to headline coachella drake coachella coachella
1,there are very few festivals that consistently year after year make you envious with their lineups coachella
1,i need to be there coachella
0,anyone tryna go down to la for coachella
1,two words you never want to seecoachella
1,whos down for coachella
1,who needs textbooks when there are coachella tickets to be bought
-1,coachella why so far why
1,coachella lineup nothing compared to last year but still good and still going countdown starts now
1,life goal go to coachella buy a bunch load of clothes for coachella and go with my best friend to coachella coachella
0,hozier marina amp the diamonds the weeknd clean bandit gorgon city and m are all gonna be at coachella
1,danielleivan coachella band thats way down on the list but def gonna try to see saintmotel
0,rt kristinamerc coachella with daisybeckner
1,jackwhite is playing coachella i may have to finally go see how the other half lives
1,so psyched for coachella with hannahhray
1,alabama shakes altj amp hozier are the only reasons to attend coachella overrated
1,what one to go to coachella or stagecoach
1,rt florence just got real coachella jacobhoefert
1,more minutes coachella
1,kaskade axwell ingrosso amp alesso all at coachella that is one line up for the ages legends coachella
-1,rt trishbaden coachella lineup sucks what happened to kendricklamar and schoolboyq
1,sooo acdc is headlining coachella i wonder if that would fall under an excused absence from pa school rockorbust
0,mac demarco tame impala the weeknd toro y moi drake florence bad suns coasts rac djdnsksjdbd i have to go coachella
1,florence amp the machine is gonna be at coachella and im not going cries flotweet coachella takemetocoachella
1,if you wanna see one of the best live shows ever do not miss ratatatmusic for anything coachella amazing
1,stoked ticket already bought coachella here we come brandddonnn lisalynnovo drakemilkychancealtjthe
-1,the lineup for coachella looks hella wreak compared to last years but then again how could u top outkast
0,rt islapbuttcheeks anyone else camping for coachella let me knoooow we can be neighbors coachella camping coachellapredictions
1,coachellas line up is so dope so stoked coachella
0,rt keegs coachella lineup announced not sure how i feel about it
0,done and done coachella
1,rt katiecarlton someone take me plz coachella
1,someone take me to coachella
-1,rt stheart what does the weeknd jack white circa survive lykke li ratatat amp brand new have in common awesomeness at coachella
1,line up released coachella
1,raury whos responsible coachella coachella
0,lil b on sunday coachella
0,that coachella line up though ineedtogo coachella
0,azealiabanks you must find a way to perform slow hands with them interpol coachella
1,zayngosmangos coachella is calling our names
1,coachella line up is out see you then coachella
-1,coachella no one likes steelydan
1,whos going im going weekend coachella weekend coachella music rizo
0,rt wearehxv my coachella lineup
0,if you would donate money to my bank account so i can attend coachella thatd be great
1,xxl drake run the jewels and more will perform at coachella coachella
0,make sure you dont forget its post the coachella lineup time
0,i dont look good enough in a flower crown to go to coachella
-1,coachella where is weareoliver too good to not have coachella coachella
-1,deadmau shows up and plays nothing but soundclown songs for an hour and the blogosphere literally implodes coachella
1,yeah im in there coachella
1,im so happy flosstradmus is coming back to coachella
-1,rt jorschach coachella final day minus florencethe machine has my soul like
1,house music fanatics are going crazy over this coachella lineup right now coachella
1,music lovers coachella lineup is here drake lykkeli acdc hozier amp so many more coachella
1,rt thomasbmanic not a huge fan of rock but acdc would be wild as fuck live coachella
1,war on drugs the cribs tame impala acdc interpol alt j alabama shakes the orwells belle amp sebastian yasss coachella coachella
0,is anyone else curious to why prettylights amp gramatik arent headlining coachella
1,rt tonysarandos petetong alesso ingrosso kygomusic kaskade all in one festival hype coachella
0,coachella passes sold out in mins wth amp
1,coachella is now trending worldwide ranking
1,i wanna go coachella coachella
-1,why is arctic monkeys not part of this lineup coachella coachella
0,rt pgunn socoachella lineupcome out come out wherever you are
0,photos a look at some of the bands who will be at coachella coachella via mydesert
1,coachella lineup is here coachella coachellalineup
0,who wants to go coachella
1,coachellllllllllllllla omg this year will be magical coachella
1,the coachella lineup announced today got me all excited coachella danceinthedesert takemeback
-1,this years coachella line up is nuts i may attend just to see how freaky the parking lot is coachella coachellalineup
1,bring me to coachella so i know its reaaaal
0,lt coachella lineup pandabear tameimpala ratatatmusic warondrugsjams iso glassanimals flyinglotus
0,if you werent left feeling with maximum snark after reviewing coachella lineup amp want to buy a ticket shuttle pass for wknd lmk
0,my coachella experience alanbraxe hype coachella
1,please save your polling of friends attending what weekend of coachella for text message groups dont need that in my timeline
0,rt takyn so who on the coachella lineup is death grips under a different name
1,im not cool but drive like jehu and tycho nochella thescenestar coachella coachella lineup
0,rt carlosolin coachella lineup announcement this week just a hunch foofighters avicii pharrell coachella
1,all i wanted for coachella was the strokes arctic monkeys or interpol thank you coachella
1,concerts are the perfect place to use your aaronsteadyhand coachella
1,its too good santa come back coachella
1,shewchuk coachella day run the jewels best rap album ive heard in a very very long time and hozier is a dope irishman
-1,so pissed i wont at the desert this year coachella
1,coachella looks pretty awesome now if only i can find people to go with
1,steely dan is playing coachella this is great
1,abbyt shut up coachella stromae is going to be there
1,we are rt mastervickster petition for lights to play coachella
1,forever the lineup is here coachella
1,when you want to go to coachella but you live on the east coast
-1,forever the lineup is here coachella wouldnt mind going here
1,really hope the beautiful and sexy anabelenglundz plays w hotnatured at coachella need me some live luscious vocals
1,i wanna go to coachella
0,for those about to rock please pay upward of for a wristband more for vip parking coachella
1,kaskade forever the lineup is here coachella cue the flower headband display front center awesome
0,just added boz scaggs coachella coachella
-1,rt andrew have to say am not overly impressed with this years coachella line up
1,steely dan and acdc at coachella showing my age but this is a fing awesome line up
1,just got the best news ever bae is coming to visit and this is about to get wild coachella
0,hold on were staying home coachella
1,mhayyees so blessed to have computer that refreshes itself coachella this is why you werent at school huh
1,rt drewtewksbury coachellas headliners may not be great but some of the small font acts could be worth it coachella
-1,coachella sucks i can see drake and acdc anytime they tour yawn coachella coachella
1,i cant wait coachella
1,acdc at coachella that may be worth a ticket rockout
1,rt gradyd can officially start the countdown to the best weekend of the year coachella
0,what do people think about the lineup coachella
0,it may be snowing in nyc but countdown to festival season has already begun official coachella announcement
1,awe sookie losrakas set to perform at this years coachellacongrats chicos
1,coachella looking solid might be back round these parts to check it out
1,nto coachella you guys are amazing see you in the desert coachella
-1,the three headliners seem safe and predictable and kinda boring coachella coachellalineup rockthusiast newmusicten
1,rt jsterns looking to buy a weekend one coachella pass coachella coachella texasedmfamily
1,coachella passes sold out fast but you can still get travel packages with tickets at coachella coachella
1,coachella is coming and you are so excited heffrondrive
1,coachellaaaaaaaaa coachella yesssssssssss the excitement is real
1,sun babies unite coachella
1,rt katcorbett hell yes to all the kroq locals only bands on the coachella lineup nto thebadsuns joycemanor amp saintmotel coa
1,jaywoodzs honestly just got an adrenaline rush from fucking getting my tickets coachella caaiiit god bless
1,that coachella lineup is alright
0,tryna see if i can hit up coachella
1,i get paid today i guess its a sign to buy my coachella ticket
1,rt mher coachella sounds like a perfect way to spend my refund collegefession nbd coachella
1,for those about to rock we salute you acdc to headline coachella australia
1,omggggg coachella im gonna cry
-1,rt yulyashaa many ppl at my tl tweet about coachella and i just
1,steely dan yo peg reelinginthe years fm heynineteen coachella coachella
1,acdc headline coachella please let my lotto numbers pop up
1,cannot wait to blog my coachella vip experience its going to be insane coachella coachella
0,this line up though coachella
1,i wanna go to third day of coachella
1,coachella lineup released cant say im super stoked about the headliners but there are some awesome others
-1,the year i have time to actually go to music festivals the line ups are trash coachella governorsball
0,selling coachella tickets
1,months away and im already excited for coachella coachella weekend
-1,rt walkoffhbp youre either the type of person planning their entire coachella weekend or you have your life going in the right di
1,texanscheer but seriously this is just ridicculous coachella wow
0,holding a smug mature smile while i see all the kids refreshing their browsers to buy coachella tickets coachella
1,coachella sold out in the matter of just minutes doesnt come as a surprise with that lineup
1,rt liviramirez how da fuck are people saying last years line up was better this is the best line up since coachella
-1,theres like only artist id care to see on the coachella line up not worth it though
0,that lineup tho coachella letsgetweird
0,coachella lineup announced
1,was having a rough morning until i saw the coachella line up praise the lord weve been blessed coachella
-1,rt patrickjgillis coachella lineup sucks coachella maybenextyear
1,ofiki i know only a couple of performers on coachella but acdc what matters can care less about everyone else
-1,so coachella sound hella khoo they asked me to open drake but i waz like lhhh im bullshittn they aint ready
1,the coachella line up is up and were freaking excited whos your favorite hear our faves this sunday at am
-1,coachella line up this year is so dead coachella
1,kaskade the lineup is here coachella cue the flower headband display front center jessbojorquez
0,seriously tho coachella
1,coachella it is lets get it
1,coachella is looking pretty good not about the headliners but the lower down we get the more impressive the line up
1,milky chance is going to be at coachella so jealous love him
0,coachella coming soon
0,scoping out coachella tickets which go on sale tomorrow weekend or skip it altogether
1,hoping to see cleanbandit on coachella coachella
1,its only january and ive already spentabout to spend way too much on music festivals crssd coachella
0,coachella lineup announced via pitchfork socialinthecity musicfestivals summer
0,rt paulcibis best fake bands playing coachella untold reckoning the appaloosa stablemates grasscar smokey eye tutorial
-1,im hyperventilating andrew mcmahon coachella coachella
1,might as well plan ahead for april non happy early th birthday to moi from moi coachella
1,pacsun what weve all been waiting for coachella coachella quiero irrr
-1,so the coachella lineup was announced is there a realistic age cut off for the festival and were all children at heart is false
1,i so need to go to coachella coachella
0,waiting for the inevitable coachella tweet from heffrondrive unless it has already happened then my bad
0,looking for coachella tickets for under help a girl out coachella coachella help getcoachellatickets willdrive
0,rt angler looking at the coachella line up like who are these people
-1,in your face coachella pum govballnyc
1,west side is the best side west coas coachella
1,rt weekendoffendr cant wait to roll at lil b coachella
0,im guessing kim jong poon was unreachable coachella coachella
1,any fancy a trip to the states coachella
1,can we all take a moment to really appreciate the coachella line up please fomo thattimeofyearagain
0,complexmag leave yo girl at home its drizzy itsdrizzy coachella
-1,still kinda underwhelmed by this lineup tho coachella
1,attn la hipster comicsacdc is headlining coachella so while you are doing drugs listening to emo bands look me at the merch booth
0,cleanbandit were playing at coachella this year could not be more excited coachella emilyslda i hate you so much
1,officially starting to plan my very first trip to california in april to see sarahweathers coachella im comin for ya california
1,i want go to coachella
1,and the line up is out its so good coachella
0,idk if i can buy my aunts coachella tickets i might have to buy my own if they dont let me use hers
-1,dear coachella either im too old or your lineup is lame try again please coachella
1,rt simplyymilann more mins coachella
1,ive been trying to see theweeknd for years and now ill finally be able to coachella
-1,i fucking cry every time i read the line up for coachella
1,rt tufannadjafi drizzy leading the way coachella
1,decent lineup for coachella coachellalineup
1,well that was a lot easier than i thought coachella
-1,not really upset about the coachella lineup it gives me a chance to find more favorite artists
1,can it be april to enjoy coachella to the max drake acdc coachella
1,holy fuckballs drake at coachella screamingggg
0,the complete coachella lineup unveiled coachella coachella breakingnews
1,forever the lineup is here coachella omg omg omg i wanna gooooo
1,im sure nnert is just running all over her house for money to buy coachella tickets p
1,coachella full lineup big names and bigger surprises coachella at this years
-1,waiting on the standby page is like a slow deathcoachella
1,anyone fancy coachella
1,the coachella lineup is insane theweeknd and altj on day guess youll all know where ill be on april th
1,the line up is good coachella
1,amazing line up for coachella topin will be there bring it
1,listening to cherchezlaghost on repeat for the rest of the day ghostfacekillah coachella coachella
1,so excited to celebrate our anniversary in california coachella this year fortvne coachella
0,coachella for those about to rt yas coachella
1,the ones hating on coachella are most likely the ones that cant afford to go in the first place gtfoh sorrynotsorry coachella
1,florence and the machine i cant wait coachella
-1,had over devices going in our group and no one got in wtf coachella
1,idc how many people think this lineup sucks im so excited coachella
1,rt ohmyjrisa kinda wanna go to coachella
1,coacheeelllaaaa coachella coachella
1,rt kailenethecat spiritcape whos joining us coachella are you fucking pulling my dick ac fukcing dc
0,drake on the coachella headline
-1,baffled by the coachella lineup is this the end of takethemoneyandrun reunions
1,crazy how fast coachella sells out coachella
1,holy crap my music game is on point this year coachella is basically my playlists in a festival
1,ooh me too take me with you kellyhite i have to get to coachella this year
0,they knew when they made that coachella line up they was gonna have people flipping out about this one
1,everyones freaking out over coachella and im over here like what should my first tweet be
-1,the coachella lineup is definitely lacking
1,going to coachella coachella highly recommend staying at casalarreainn a boutique style motel say hi to kim and frank palmsprings
1,acdc and drakeim hyped coachella a curators dream festival
-1,learned my lesson today lost my coachella tickets because i didnt have an account already
1,im so exited to see you at coachella angusjuliastone omg
0,drake to headline coachella
1,im ready for coachella
1,how did i miss this today coachella coachella for those about to rt
1,thelandonjf ummmmmm im down coachella
1,the coachella lineup looks pretty badass badreligion acdc and jackwhite too bad theyre not all on the same night
1,when tickets go on sale crisdacat realdevinparker see yall there coachella
0,so who wants to buy a fucking shuttle pass coachella
-1,coachella lineup is kinda weak all i care for is marina and the diamonds madeon
-1,last years line up was better coachella
1,rt lilcaliii im glad we have an understanding friendship nojudgement coachella spresso
0,so the coachella lineup was announced today thoughts coachella
1,rt joseeemendez the best thing of coachella its florenceandthemachine
1,coachellas headliners may not be great but some of the small font acts could be worth it coachella
0,chocolate bear and vanilla bear take coachella x davidmlokman
1,coachella ready
-1,i cant decide whats more meh the antman trailer or the coachella lineup
1,rt iammochi sweet lordddd babyyy jesus coachella
1,i pretty much only want to go to day of coachella
0,coachella next year coachella coachellalineup coachellalineupsucks
-1,i wonder if that new mccartney guy kanyewest just hooked up made the coachella list dude is about to blow smh
0,coachella run the jewels tyler the creator ghostface killah flying lotus thats pretty much it
0,whos going to coachella coachella
1,i want to go to see drake at coachella but the way my pockets set up ima have to be there in spirit
0,can we get flockadamus at coachella coachella flosstradamus
0,good luck to everyone purchasing coachella tix today at noon may your multiple browser game be on lock coachella weekend
-1,slightly painful to look at coachella
1,questlove if only theroots were going to jam with that colossal coachella crowd amp lineup would be one magical set in california
0,coachella i dub thee danchella thedan
-1,was waiting for flumemusic or at least arcticmonkeys to be somewhere on the coachella lineup but alas it sucks yet again
1,i want to be at the coachella
1,coachella wecant wait for coachella coachella
1,ok so i need to go to this i just dont know what day the line ups are amazing coachella coachella coachella
0,coachella lineup coachella
1,drake at coachella that is all
0,why i need a sugardaddy edccoachellatattoos ampclothesmakeup brokelyfe sugardaddy plz or gottagrind edclv coachella tattoos
0,rt lightsplease im here for this rt raury whos responsible coachella
1,columbiauk acdc georgeezra kasabianhq madeon theryanadams ditto here its going to be a fantastic show coachella
1,fuck i need to go to coachella drake the weekend tyler the creator and lil b gone be there i need to go
0,an analysis of the coachella friday lineup coachella day festivaljunkies
0,fyi via iemusicnow as of pm both weekends of coachella passes sold out coachella
-1,the fact that coachella is a possibility
1,bruh coachella
1,anicaribbean that coachella lineup tho
1,emteaspoon we should be going coachella
1,coachella line up is up coachella letsrage
1,i remember when alabamashakes used to be in the small type congrats coachella
0,girls before and after the coachella lineup is released transformationtuesday
0,chuck and the wingtip bandits playing saturday coachella
1,going to coachella after the festival because listening to music and lazing in the desert should be free for everyone coachella
0,hozier gets taken to church by raekwon coachella
0,so who on the coachella lineup is death grips under a different name
0,parquet courts should be billed where swans is at coachella
1,ill gladly pay hundreds of dollars to see florence and the machine coachella
1,steely dan playing coachella get in reeliintheyears
-1,rt theashgraham am i the only one who thinks the coachella line up sucks
1,weeknd y drake en coachella
1,i wanna go to coachella so baddd
-1,thats how i feel about this years coachella line up not even worth buying tickets to
0,gotta check out some of these bands now coachella
-1,not too sure about this coachella lineup looks a little weak coachella
1,this line upppppp coachella
0,ronniesnark rt raury whos responsible coachella
1,vic mensa will be at coachella that makes it all worth it
1,dirtysouth what an honor to play coachella cant wait coachella whos going
-1,the coachella lineup is odd rt vanessafranko the coachella lineup is out coachella
-1,hey guess what youll never catch me coachella with all those dustyass motherfuckers ewdude coachella
1,ready for coachella were here to help flower headbands amp hair tutorials at coachella
1,im so fucking excited coachella
-1,not a ton of excitement about the coachella lineup but happy to see desaparecidos belle amp sebastian and ratatat in there
1,ratatat youre back thank gawd we missed you this much coachella
0,anyone selling a car camping pass weekend coachella coachella
0,rt thekevinryder wait no anal afro coachella
1,lights at coachella makes me wish i was going even more i love lights
1,my body is ready coachella
1,fuck me coachella have smashed the lineup for overexcited coachella
1,weekend here we come mbonfiglio chelslerma coachella
-1,selling coachella tickets for second week hmu price includes parking pass too coachellaticketssale coachella
0,thanksoboehner mt whatsmccracken cant tell if im looking at a fictitious coachella concert poster or not acdc drake headliners
0,where will coachella be
1,just snatched coachella tickets
1,coachella lineup is incredibleif only i had to drop on a ticketlets not forget travel expenses
1,hopefully the lollapalooza lineup looks something like this coachella
0,drake jackwhite davidguetta acdc axwell and ingrosso are headlining coachella this year rt
1,omfgggg drake headlining glad i decided to go again this year coachella
1,somebody buy me tickets to coachella pleaseeeeeeeeeeeee coachella
0,also desaparecidos oh my god oh my fucking god coachella
-1,damn got out of the standby page and the tix were already sold out they figuratively just let me put the tip in coachella
1,if they made a hologram of aaliyah for coachella it would be fucking insane coachella
-1,drive like jehu playing at coachella is like your beloved grandma coming back to life and telling you she hates your guts
1,the lineup is finally here coachella musicfestival
1,rt itscrespin i cant wait until coachella first time going im going to lose my mind coachella
-1,paisleycactus the coachella is shit
0,coachella glaring omissions freddie gibbs amp madlib joey bada
0,its that time of year again coachella
1,todays schedule consists of internship training followed by the extreme stress spending hours in an online waiting room for coachella
0,rt jcmaherphoto here comes coachella relive s weekend here photos coachella
1,i need to book a flight coachella
1,so is mrnsrvn hooking me amp ivanitoos up with coachella tickets
1,rt brianlq new year new me is over here come all the time to work on my coachella body coachella tweets hahaha
1,drake is going to perform at coachella this year
1,someone was minding the store when they booked this lineup tempting coachella coachella
-1,you know just another year of probably not going to coachella
0,haiiiiiii coachellaticket is giving away tickets go rt them if you want to coachella with the cool people
1,steelydan at coachella is the coolest thing to ever happen yawning
1,coachella looks incredible check the full line up here
1,pacsun what weve all been waiting for coachella coachella i want to go so bad
1,im going coachella
0,cue the coachella tweets
0,thekevinryder clydetombaugh really coachella
1,i was not planning to go to coachella this year and was fine with ituntil this lineup coachella
1,last time i got excited about acdc was when their song was almost over and a better one was about to start coachella nochella
-1,sad sad sad sad sad day today coachella broke af
1,this lineup coachella
1,if someone wants to pay for me to go to coachella that would be great
-1,not impressed with the coachella lineup i hope this isnt a predictor of firefly like last year
1,forever the lineup is here coachella need to be there
-1,coachella ticket prices have my soul like
-1,not overly stoked on the lineup but it could be worse coachella
0,rt langmarmendoza and its on are you getting coachellatickets this year tell us why or why not coachella coachella
1,twitter tumblr amp instagram are going crazy about the coachella line up its freaking amazing
1,need to go to coachella coachella
0,coachella lineup
-1,everyone is freaking out about the coachella line up but im over here drooling over the ultra line up
1,coachella app update countdown is officially on poster announcement coming soon aka the lineup
0,coachella lineup has been announced alyssareeeneee ahhferuhh tickets go on sale tomorrow coachella lineup
1,just died a little forever the lineup is here coachella
0,dj khaled will be emceeing steely dans set coachella
-1,coachella hipster rich boys complaining about lineups
1,lol probably made someone real happy so to bae for getting the tickets before i did coachella
1,someone take me to coachella
1,if someone took me to coachella i think i would cry and marry them on the spot lifegoals coachella
-1,coachella drake only
1,okay really need to plan the trip to coachella this year whos in wanna see iso musicfestivals
0,stubhub the celebrities and how they dress coachella fromadistance
1,salute flyinglotus coachella
1,planning coachella whos coming with me
-1,everyone hating on the coachella lineup are most likely and under dead youth coachella lego d
1,rt darlingnixxx coachella is an insane lineup i need to go
-1,coachella tickets sold out coachella coachellatickets coachella
1,i regret buying edclv tickets i want to go to coachella so so bad who wants two edc tickets insomniac coachella
-1,in this coachella waiting room for the last minutes
1,defiantly need to find a sugar daddy before april cause i wanna go to coachella
1,amazing rt laurenonizzle when i saw steely dan and acdc on the coachella lineup i was like
1,coachella see ya in a few months drake minor freak out fancyllama rosepangilinan
1,for sure im buying myself a sunday ticket coachella
1,coachella fest this year gonna have drake and the weeknd glad im working it again this year coachella topflightsecurityoftheworld
1,david guetta and drake in the sunday night damn coachella is back coachella
1,rt saywordjah ill go rt raury whos responsible coachella
1,gotta check out the coachella line up hope to find some new stuff
0,and its on are you getting coachellatickets this year tell us why or why not coachella coachella
0,weekend or weekend coachella
-1,coachella line up is crap
-1,that coachella line up is missing ceeh
1,ill be seeing you coachella in april coachella vacation musicjunkie
0,coachella coachella coachellatravelpackage for sale weekend one travel pak people at la quinta
-1,while plebs my age talk about fucking coachella im more interested in ces dd
1,not sure how acdc can headline anything outside of a frosh week at this point but otherwise a nice coachella
1,im not crazy about the line up but id still be down to go brand new hoizer nero and acdccoachella
1,all i want to do this summer is go to a music festival music summer coachella
-1,the lineup from looks a lot better than this years lineup coachella
1,haha i love sheldon mycalvins coachella
1,mileys getting ready for coachella bleach blonde it is
0,i shouldve asked my parents for coachella tickets for christmas i gotta make this happen
1,weekend baby coachella wk
1,coachella i absolutely can not wait this weekend is about to exceed epic expectations lineup is crazy
-1,what will be worse today traffic vs coachella ticket traffic closecall
1,rt rozb awe sookie losrakas set to perform at this years coachellacongrats chicos
1,so happy i bought my coachella weekend passes coachella coachella presale thankyou
1,a shieeeeeet i cant wait my first time ever at coachella coachella
-1,rt abbyt shut up coachella
1,two hours until i can purchase my first coachella wristband firsttimer coachella
0,coachella coachella palm springs
1,coachella announces the full lineup for its edition its epic coachella coachella
0,i need coachella fest tickets for the first weekend someone who wants to sell them to me coachella coachella coachellalineup
-1,weekend passes no longer available worst words ive ever read ripme coachella
1,get ready for another epic year coachella
1,to go or not to gofomo reaching critical high robbiewain hermsleung weinsworld vitagray coachella
-1,id go to see fka twigs and outkast maybe even steely dan but drake and acdc headlining oh you can have that no thanks coachella
1,weekend camping tickets purchased and paid off coachella here we come
1,another festival season another year i dont feel old because i can read the bottom lines and still recognize a band or two coachella
-1,drake set to headline coachella alongside fkatwigs theweeknd amp azealiabanks cry every time
0,killermikegto see you in the desert homey rtj coachella
1,round coachella
0,first tweet of coachella coachellalineup
-1,drake is headlining coachella i love drake but no thanks
0,whoever has weekend tickets but want to go weekend im down too swap coachella
1,rt wxpnfm nice to see our boys warondrugsjams rockin the coachella lineup remembering when they were at freeatnoon
1,not sold on the coachella headliners but caribou panda bear run the jewels st vincent that will do nicely
1,im actually really happy about the coachella lineup just sad that theres no az coachella
1,so are we finally all over talking about daft punk playing coachella ok cool thank you finally coachella
0,rt gazzllewellyn first tweet of coachella coachellalineup
0,freyamcrawshaw fyi tickets go on sale tomorrow coachella
1,kaskade my favorite set youve ever played coachella coachella dtime seeingmylov
1,coachella is in days which is also about months from now amp i am so excited lineup
1,sweet coachella
1,if coachella is all about ravers im going
0,anyone going to coachella have a car camping i can buy i forgot to purchase one lol coachella
0,overheard a girl saying how excited she was for coachella but that the only act shed heard of was acdc wastedticket illtakeit
0,so bexxwalshh informs me drake is headlining coachella why else would se tell me unless she planned on going roadtrip coachella
0,who is going to coachella
1,this aint uh joke im ready for coachella
1,has everyone seen the dope coachella line up for this year dank toolive coachella lde danksensei
1,do you love fomo then click here to see the full ridiculous coachella lineup
1,wasnt very excited about coachella until i found out toroymoi was playing fuck
1,loving the lineup this year who else will be joining us at coachella electricstyles coachella
1,whose excited for coachella coachella
1,this lineup is fucking everything and its during our finals week coachella drake maddog
1,vanessa paradis is gonna perform wow thats nice coachella
-1,drake and fitzandtantrums are playing coachella and im not going dyinginside
0,the moment you get off the standby page coachella
-1,for real coachella coachellalineup
1,i just want to go to coachella
1,cant wait for coachella
1,screaming like a banshee coachella we have our tickets madeleineprice woooooohooooo
-1,that coachella list tho man acdc jack white and drake man its like a time line of how mainstream is changing coachella
1,rt javprecio wahhhh acdc amp deorro at coachella isthisreallife coachella
1,i bleach anderssonjj idk boutchuuuuu but dizzzzzzzz qttttttttt weady fo coachella by mileycyrus
1,drake the wknd action bronson raekwon and ghost absoul florence and the machine many more im pumped coachella we in there
0,rt thepoint check out who is headlining coachella here gt
0,jackwhite drake acdc all headlining coachella thats back in black busy times for a journalistbloggersoothsayerplaya coachella
1,rt woodburyu the coachella lineup has just been announced whos going with us music art creativity
0,hahaha saw this too davidguetta coachella coachella
-1,coachellawith that lineupno thank you
0,also on that note if anyone is looking to trade a weekend pass with weekend hmu coachella
-1,im sorry but coachella is an absolute let down
1,coachella lineup toogood coachella
1,damn jack white amp run the jewels on the same nite coachella that alone mite b worth admission coachella
0,coachella acdc steely dan drake among headliners coachella lineup
1,going to coachella coachella
1,dead repost mileycyrus coachella
-1,coachella line up looks weak
1,still waiting for coachella to announce its surprise special guest huey lewis amp the news
0,down in the city coachella lineup announced coachella coachellalineup coachella
1,waittt i might wanna go to coachella
1,that coachella line up is amazing coachella
1,i bleach idk boutchuuuuu but dizzzzzzzz qttttttttt weady fo coachella miley ir al festival coachella
0,mshneydip brookekahaner youve been quoted in my storify story fans and haters react to coachella
1,damn florence and the machine coachella
1,beyond fucken excited coachella
-1,the coachella lineup is disappointing see for yourself
1,i fee like this is the year and its my birthday week coachella
1,coachella not just dj land and abstract indie bands this year bravo coachella
-1,so far my opinion that is one shitty line up coachella
1,rt thelabantimall the coachella lineup has been announced amp yes were currently freaking out in a good way
1,someone take me to coachella ill work on my flower crown game
0,can someone please explain how tickets arent on sale until tomorrow but all general admission is already sold out coachella
1,waiting to buy tix coachella
1,read the fine print most of the bands are in the fine print coachella
0,fullbonez we need matching drake shirts coachella
1,cant wait until im old enough to go to coachella coachella coachellaprobs
1,holy fuck acdc and angus young are coming to coachella thank the rock gods my dream has come true acdc coachella coachella
1,i want to see vic mensa the weeknd drake and tyler coachella
1,woohoo coachella line up has been announced coachella weekend
1,too many good names wonder how i get a tent to la coachella iwant
1,sirxyeezy im going coachella omg i wanna go
1,nickcerros oh shit were definitely going coachella
-1,welp i just saved a bunch of money coachella nopenopenope
-1,st vincent st paul and the broken bones st lucia since when coachella is a christian rock festival
1,coachella sun nite looks fun wsmaller acts jennylewis whom i want to see sloan fun canadian band amp macdemarco canadian
1,dont wanna jinx it but i have an instagram agreement for my coachella trade coachella instatrade
1,nickdevlv officially official coachella please someone get me to coachella this year so wanna go
-1,acdc bad religion and jack white at coachella is this kroqs weenie roast circa no thank you
1,aaaaand chellas sold out hope all my friends got tickets or im going solo coachella
0,the lineup is out ladies and gents coachella
